Year,Month, Brunei Darussalam , Indonesia , Malaysia , Philippines , Thailand , Viet Nam , Myanmar , Japan , Hong Kong , China , Taiwan ," Korea, Republic Of ", India , Pakistan , Sri Lanka , Saudi Arabia , Kuwait , UAE , United Kingdom , Germany , France , Italy , Netherlands , Greece , Belgium & Luxembourg , Switzerland , Austria , Scandinavia , CIS & Eastern Europe , USA , Canada , Australia , New Zealand , Africa 
2011,Jun,6510,253383,97856,52257,32783,36751,7571,38061,37962,103335,20445,34233,90742,2740,5296,1512,862,5064,24462,12094,7990,3099,4924,446,1498,4497,1010,5851,7051,39712,5125,84371,12891,5261
2011,Jul,5522,251419,90175,50938,40848,45542,9196,55479,56960,183862,33454,40587,71209,3568,7585,3696,2404,9149,30659,15675,13943,4151,9682,555,2683,7318,1779,8720,9216,43187,7098,94690,15973,7462
2011,Aug,4556,228209,91344,49558,34385,30612,7256,72034,49034,183890,26574,44364,60926,1154,7586,1056,580,6637,34967,18141,17520,8242,8909,648,2464,6090,1913,5226,9100,34221,6399,71953,11612,5213
2011,Sep,3910,221319,103060,51859,33009,26678,6966,62395,31113,104211,19057,30112,58309,1319,6394,1545,710,4660,33956,17400,10434,3867,6318,494,1819,5725,1582,5524,9089,29821,4554,86076,9698,5942
2011,Oct,4238,193879,88770,63218,53133,23285,7624,57677,31027,133563,17775,33594,77196,1574,6469,1142,361,3710,36362,18938,11204,3767,7112,578,2222,7596,1716,8136,10648,36840,6814,84509,9876,6052
2011,Nov,5139,188488,104972,52726,29299,23406,7096,61293,31543,100824,15865,33145,72387,1486,6560,1907,668,6958,39074,22487,11166,4718,6532,591,2181,7767,1901,9603,13028,36701,7843,70012,8888,5423
2011,Dec,10382,284232,130493,57114,39338,26995,8594,62585,36204,113390,15153,29605,78434,1850,11387,1167,495,5857,37057,21448,12050,4873,6168,767,2025,6687,1629,10263,14209,36418,7610,84723,10514,9645
2012,Jan,4862,230500,88970,42248,28725,27160,6710,50672,39000,201742,27457,45933,57265,1496,5407,1664,483,3990,40128,26463,10939,5443,7082,786,2153,7253,2210,12170,23119,38922,8495,94946,11207,6118
2012,Feb,4782,211738,88451,50931,33176,26059,7038,67306,30416,158002,27260,45397,61815,1405,6251,975,655,4211,47132,27868,14493,5314,7351,802,2392,7709,2803,14266,16532,41970,8303,63878,6613,4526
2012,Mar,6942,227695,108054,58682,43230,28214,8197,74995,35154,182348,21401,34077,65547,1492,5286,1244,340,6088,52109,30111,14253,6122,7163,724,2610,7958,2305,13311,15765,45720,9930,70960,7469,5867
2012,Apr,4472,214289,96892,75052,56217,29837,12114,49203,47141,173543,22999,31252,76035,1294,10243,1029,389,5282,38477,19375,14517,4848,5609,660,2637,7726,1829,9551,11277,35169,7294,81927,9881,6223
2012,May,4649,228359,99568,72484,42583,30562,8984,50006,33091,139946,20607,33018,124147,1489,5346,874,318,4312,26725,14377,10902,3639,5329,627,1661,5467,1338,5527,8702,36739,6166,72641,10137,4469
2012,Jun,6980,253510,107356,49957,34526,39560,7397,52387,36897,122630,21006,34394,93694,3119,6040,2519,979,5716,25647,13106,9301,3668,5194,571,1669,4657,1217,6350,8144,43468,5356,92951,12021,5099
2012,Jul,5485,246772,90449,45249,34542,46521,7699,61139,50113,201652,33511,42524,68749,3327,5847,2176,965,7448,31195,17784,15402,5403,9847,670,2884,8219,2095,9376,9762,44265,7346,105570,13772,5822
2012,Aug,5860,276938,107841,45775,38137,33230,6527,82747,48138,206734,27903,47383,63579,1394,7979,1785,1231,8068,34338,20355,20864,11397,8361,755,2692,6816,2145,5639,9927,36979,6454,79292,10901,5119
2012,Sep,4106,195481,90484,46880,34926,25917,6502,65991,34584,128830,18385,31247,58748,1710,6398,1080,597,4588,34849,19658,12529,5174,6117,678,1970,5931,1712,6044,9343,32008,4858,100891,11669,5516
2012,Oct,5070,215668,93945,56058,57136,25749,6935,62436,38630,170529,20456,34713,72348,1368,7229,2517,550,5100,38074,20744,11328,4265,6884,675,2046,7634,1967,8459,11170,38016,7002,100138,11158,4923
2012,Nov,6194,229432,124008,55125,33908,25249,6870,70696,36704,177112,20223,34014,74794,1395,6607,1006,416,4305,39509,20254,12585,5298,6638,603,2188,7564,1810,9667,14793,40170,7659,83972,8550,5411
2012,Dec,12353,307155,135669,58363,40548,28176,8073,69538,42299,171109,20995,31232,78272,1717,10726,1100,698,6444,38314,22338,11810,4986,6028,586,1922,6923,1833,11170,15231,43787,8932,103207,10323,8901
2013,Jan,5773,254725,89300,44201,32897,22879,6819,62857,32438,189107,32717,53193,71162,1778,6741,1988,456,4424,42973,22837,12798,6262,7153,698,2185,7957,2410,14019,24572,45736,9798,119592,11908,6348
2013,Feb,4427,196059,91895,44540,30311,28981,5680,68442,48473,252958,39087,40229,59665,1249,6392,972,1302,3873,44589,23053,12621,4309,7098,587,1973,7107,2334,12637,16725,40696,8995,69470,5735,3678
2013,Mar,8290,259244,108683,63521,44202,27732,8693,87359,50220,205790,22606,36755,70480,1734,7474,1610,550,6560,52508,31307,16120,5463,7476,673,2712,7766,2500,13825,18018,46881,9635,87652,7087,5774
2013,Apr,4486,218602,95414,73215,54728,31863,13031,53292,40252,227870,24261,31296,76103,1572,12588,1089,479,6582,38605,18494,13403,4011,5891,493,2025,7455,1593,8465,13685,38908,7769,94285,9035,5071
2013,May,5574,251092,109517,76929,48171,30496,8432,55491,40898,198429,22261,33857,122030,1646,7066,954,320,4477,27714,15763,12432,4407,5916,544,1850,6663,1607,5794,11729,36909,6699,84444,10225,4516
2013,Jun,7837,295907,107286,55868,36018,42194,7718,57757,43857,166890,29680,36409,99754,2770,6206,2839,857,5375,28855,13453,9349,4185,5661,570,1735,5735,1247,6571,9819,45860,5748,91231,10626,5309
2013,Jul,5922,260700,93299,49225,41912,47834,8427,70113,67662,248635,47290,41913,73550,1512,7038,935,475,6403,35340,18262,15466,5303,9591,640,3049,10154,2384,9883,10850,45176,7401,112743,14813,5251
2013,Aug,6109,328174,116392,51817,36548,34980,7020,92179,61337,242256,40571,45986,66274,1956,10237,3606,2943,10701,39525,22265,21876,13117,8568,600,2838,7638,2549,6317,12091,39079,7008,79221,10765,5365
2013,Sep,4824,218751,98973,47879,36254,28276,7190,73786,33514,179130,27180,35599,64556,1419,7144,1089,850,5089,36525,21012,10508,5029,6272,561,2051,7402,2040,6166,10288,33741,4937,105179,11081,5868
2013,Oct,5879,246115,98097,61360,58887,29011,8934,68034,37570,117955,23246,40157,72429,1675,6932,2588,1108,7356,36479,21759,12384,4550,6732,622,2219,9054,1748,9133,13819,37555,7158,96454,10359,4929
2013,Nov,7346,238233,129955,55195,34685,27353,7531,72603,38801,119618,22197,40388,74389,1309,6408,1007,371,4674,39363,21213,11359,5140,6568,603,2390,8549,2184,9059,17529,39620,8000,78324,8430,4939
2013,Dec,13399,321257,142131,64044,42796,28896,9892,70932,44788,121232,19212,35986,83161,1628,11380,1219,902,7039,38983,22142,11697,4874,6000,609,2325,8900,2135,11234,18411,41785,9537,106584,10383,9586
2014,Jan,6418,284126,89482,43702,35263,26071,7807,59578,41909,188237,32033,59745,65557,1259,6440,2617,766,3843,42333,25176,11966,5429,7640,738,2220,9319,2446,14062,28041,43746,10317,126119,11466,5741
2014,Feb,5076,219036,91181,44539,35161,33053,7513,69230,48440,203600,32874,51930,62999,1117,6006,1322,1471,4072,43990,25422,14180,4944,7458,646,2482,8994,2914,12665,20372,44052,10118,69119,6893,4246
2014,Mar,7545,246308,107002,57050,46338,31060,9789,85946,43218,165642,22115,40995,70488,1570,5772,2037,587,6286,49453,30806,15735,5940,7969,768,2821,8829,2738,11452,20170,49729,10905,74578,6872,4969
2014,Apr,4741,230236,94982,73558,56136,30234,15255,50751,69675,126507,25865,36247,79536,1225,11131,1379,448,6512,43704,22125,13643,4684,6517,602,2664,10025,2104,10263,13778,36594,6861,99811,9520,6295
2014,May,6254,267714,100648,76976,46683,36630,9538,54173,47859,95987,26699,41946,118953,1357,6994,1556,390,4609,27661,15425,11980,3712,5888,607,1792,6710,1518,5895,11773,35355,6803,78280,10812,4311
2014,Jun,7393,278181,108945,56224,39083,48999,9530,56044,47182,91485,25807,37589,94738,2799,6369,2205,769,5676,25126,13270,9288,3674,4962,578,1654,5454,1231,5906,10135,41609,5516,81558,10922,4391
2014,Jul,6305,296880,101461,49506,43785,55951,9345,69419,80808,180653,44229,46666,72724,1374,5711,1760,1208,8544,32046,17014,14405,5153,8089,710,2987,10503,2575,9337,11775,43508,7052,106641,14075,5445
2014,Aug,5079,234710,93222,51074,40849,41775,8903,95248,87173,174150,38422,56623,69960,1951,9649,5290,2784,11862,38342,24544,20541,13280,8541,764,2946,8837,2608,5933,13681,38067,6641,82448,10939,6486
2014,Sep,5601,206593,99339,47246,35122,28960,8294,74408,39931,105780,25373,39276,65751,1115,7536,2311,532,5012,35971,22156,10323,5164,6027,759,2233,7645,2141,6365,12025,33053,5022,97642,10593,4856
2014,Oct,5440,226630,97184,58572,53916,30552,8958,68609,40146,133993,24197,44810,88855,1161,6987,2349,896,6704,36971,21905,12351,4389,6051,669,2029,9515,1844,8413,14629,36306,6696,87565,9146,4206
2014,Nov,5806,219369,106313,53508,35138,29938,7973,69415,39019,131731,21240,40230,71555,1242,7603,1660,404,4754,37909,21514,11762,5559,6447,691,2546,8983,2303,8559,16933,39705,7662,73262,7435,5517
2014,Dec,11998,315395,143276,64526,39035,31185,9859,71920,45669,124615,18577,40918,82520,1505,8608,1292,781,7868,38425,24156,10708,5124,6222,763,2321,8630,2087,10606,17897,43188,9234,97855,10015,9607
2015,Jan,5521,236295,86193,42839,36798,28632,7825,58479,34012,140548,30685,71820,73605,1500,6139,2500,1420,4612,44909,24529,11285,5470,6405,727,2063,9470,2645,12594,25432,46845,10875,115584,12330,6391
2015,Feb,4759,184183,82408,41155,29889,28150,6204,62422,46985,238011,40059,51415,60016,870,5987,948,519,3871,47046,24937,13590,4192,6678,701,1968,8475,2429,11313,14767,42427,9915,65009,6349,3567
2015,Mar,6989,211347,101929,53649,43504,30907,9681,79941,41803,130827,24694,42872,70302,1234,7640,1777,546,7588,50729,31468,12789,5311,7127,787,2594,8777,2137,11065,15049,48341,10515,70708,7854,5150
2015,Apr,4977,207138,90515,72259,47838,36472,12969,46687,58959,153784,29229,41602,84041,1125,11103,873,476,6628,39808,20086,13135,4870,5989,710,2369,9308,1722,8091,11946,36186,7086,83497,9492,6424
2015,May,5378,238688,100340,72159,45674,35974,9162,52971,45742,141375,25498,43883,130511,1291,7652,711,463,5278,28113,16266,11686,3923,5797,661,1765,6699,1377,5124,10467,37117,6637,73965,10077,4675
2015,Jun,4992,238403,100074,53329,40121,45490,9326,53257,45453,144533,30565,37193,101773,1947,5832,735,538,5101,25533,13660,8969,3915,4553,595,1599,5203,1141,5986,9240,44929,5914,82755,11593,4061
2015,Jul,7237,305600,102347,49724,45729,54711,8757,67682,82817,246819,50278,48375,83806,2281,6782,2177,1631,10044,36628,18815,16926,5402,9364,681,3225,10657,2290,10571,11440,45139,6984,97583,14756,5398
2015,Aug,4585,205671,88834,52997,39579,39519,8000,92793,89436,267122,45292,60468,77137,2250,8965,1932,2395,10164,41068,26784,22241,15817,8040,711,2905,8253,2644,6085,13725,39090,6734,83063,12497,6111
2015,Sep,5761,187629,93334,48209,39567,28282,7461,73972,40315,149929,27836,39063,69846,1383,7477,1845,1024,6781,37361,22303,9816,5291,5761,856,2155,6938,2029,6144,10163,32749,5196,97071,12412,5219
2015,Oct,4825,204574,88338,58357,63693,30686,8762,66416,41272,165649,27525,50582,86649,1857,8083,893,550,4984,40852,24718,13334,5042,6557,891,2336,9188,2076,9018,13784,39683,7858,96340,11462,5876
2015,Nov,6191,200687,106214,60583,38576,29284,7625,67840,37241,158736,24062,44988,88350,1446,7432,797,327,5450,42022,27994,12269,5317,6627,719,2271,9481,2370,9349,15724,41457,8581,76369,9070,5429
2015,Dec,12379,311475,130551,68114,45441,30159,9680,66719,45853,168831,22303,44821,87950,1764,9960,903,878,8192,39741,35172,11443,4800,6154,828,2329,8400,2248,10261,15281,45546,9952,101624,9726,9152
2016,Jan,5596,249876,87208,44334,44330,29145,7703,62275,34742,229150,37087,74180,81363,1563,6624,1420,1682,5048,48408,39133,12144,6186,7135,816,2289,9072,2981,13677,23672,48852,11209,117073,10983,6369
2016,Feb,4768,216285,85850,47217,38650,35731,7090,65604,49837,277926,42569,57595,64702,1250,6577,797,470,4471,48371,37455,16417,4883,6753,719,2503,9181,3064,11812,19240,42751,10558,61900,5463,3598
2016,Mar,7100,238160,98135,58963,48381,33122,10517,79146,58341,241230,27401,40959,78859,1409,6699,1332,674,8349,54782,40603,14259,4825,6646,784,2760,8782,2718,12844,19200,46658,10517,78701,6616,6063
2016,Apr,5466,215354,97070,74245,62514,38398,14495,49613,42712,269560,33107,41356,94578,1439,12708,789,404,6712,45545,21371,16628,5783,6362,699,2411,9192,1948,7705,13697,39357,7598,93320,10042,6315
2016,May,5768,258606,92668,76646,52331,40046,9470,55006,39959,234089,28809,44932,141987,1824,7434,1049,549,5670,27656,17868,11789,4300,6273,656,1848,6626,1409,5530,10702,38422,7211,64175,9715,4952
2016,Jun,5061,235447,91902,56702,36983,52450,9731,54993,42330,221614,36718,43766,112027,1196,5764,501,259,4482,24403,13776,8954,4272,4510,511,1586,4779,1019,5365,9114,46155,5360,77805,10862,3942
2016,Jul,6409,319762,100397,55005,49788,59801,9938,64715,69847,311126,46691,54700,87919,3823,7919,2278,1946,11172,37256,19327,16844,6093,9454,627,3310,10602,2430,9663,12145,47089,7547,103689,14548,6181
2016,Aug,4665,210627,81656,50362,39434,46779,8012,93619,70843,315556,42275,62018,80980,2494,11142,2074,2224,9885,43288,25895,23795,16139,9452,825,3147,8475,2766,5516,13438,38116,6896,78888,11873,6491
2016,Sep,5551,186620,93519,45807,36912,32789,7103,68998,30252,170229,30267,37743,75079,1894,7745,1750,1399,7540,36521,22567,11176,5731,6081,685,2282,7003,1956,5618,11641,33268,5257,92211,11514,5317
2016,Oct,4022,213070,92736,57924,58094,32192,8218,62858,31512,173185,26270,34346,94649,1901,7825,598,372,4527,43834,27153,14543,5336,6602,788,2565,10464,2089,8503,15639,40277,7170,85395,10961,6022
2016,Nov,5256,219845,101549,55814,35520,33482,7648,64466,30832,193984,21568,36314,90734,1473,9161,1123,365,4803,39708,28441,12615,5425,6777,785,2491,8766,2258,8855,17283,44971,9104,73308,8529,6488
2016,Dec,10229,329994,128897,68624,43619,35494,13691,62570,36763,226020,21454,38601,94323,1947,12307,809,779,7575,39452,35176,11749,5656,6200,849,2166,8513,2184,9173,17753,50542,10047,100849,9994,10797
2017,Jan,5297,254628,84504,46187,36813,35367,9902,53377,34436,316802,36187,60245,80062,1520,5931,1065,1154,4578,46358,37068,12356,6231,7187,824,2336,9079,2779,12118,26722,51562,11225,115930,10778,7046
2017,Feb,4379,208853,85058,51160,38502,34586,9783,72654,33169,268993,38866,60174,75905,1522,6246,835,508,4834,54445,40022,16851,5320,6971,812,2431,9867,3125,12815,22626,49370,11213,71416,6928,4414
2017,Mar,7835,256636,105372,61816,47025,37887,12656,82293,33561,264711,27976,43942,85299,2050,7058,1111,703,8333,58620,43618,14751,5470,6755,916,2678,8197,2810,10521,21825,52107,11493,85040,8459,5581
2017,Apr,4662,248048,94550,81952,58504,39370,19610,46245,53971,252135,30142,48829,109303,1434,12363,928,436,6122,48161,30420,15681,5450,6641,976,2955,11697,2166,9680,16224,40662,7684,93927,12447,7204
2017,May,4645,220534,90335,77671,47074,43434,11705,54012,33784,232361,31092,52762,172822,1383,8870,594,314,5125,30061,17427,12333,4337,5842,676,1758,6683,1587,5137,12436,40789,7617,71970,10261,4792
2017,Jun,5758,281171,102776,62002,34623,62831,12144,52932,32684,218118,30655,49487,136478,1421,6806,640,576,6688,27968,16274,9643,4048,4859,770,1741,5201,1276,6240,10113,52583,6217,84840,11805,4433
2017,Jul,5625,268010,87138,58727,48620,71153,12619,63193,54124,349654,48487,58326,97125,4160,7806,1427,1604,9640,38408,21206,18255,6984,10462,1053,4055,10967,2782,12177,13383,53111,7924,104873,15358,6964
2017,Aug,4610,217339,91135,53539,40993,51866,10934,94900,55265,357287,42151,60957,91551,2159,11805,1315,2124,10315,43459,26590,23815,19114,10254,1555,3249,8432,3027,6468,13499,41163,7808,75171,11197,6987
2017,Sep,5387,216278,90837,52500,39692,40270,9888,69742,31936,226978,29364,47600,102262,1968,9322,883,555,5695,42416,24858,11584,6568,6902,1002,2500,7272,2251,6099,12541,36834,5999,100987,12021,5458
2017,Oct,4202,221036,96015,60194,61448,39013,11616,64624,32961,245342,33281,53430,120100,1552,9313,621,343,4922,41912,27617,14082,5280,7147,841,2425,9833,2011,9228,15079,40428,7388,90940,11834,5635
2017,Nov,5258,231702,105385,64821,39304,36964,11402,75304,33168,250309,25919,52123,86427,1816,9585,754,422,5592,45111,28379,14207,6424,7384,1001,2454,9023,2634,9675,18423,52450,10201,81821,9348,6717
